anatomical structure,methods,Dice
Right-Hippocampus,SyN,0.726644
Right-Hippocampus,SyN,0.546777
Right-Hippocampus,SyN,0.581258
Right-Hippocampus,SyN,0.583591
Right-Hippocampus,SyN,0.487933
Right-Hippocampus,SyN,0.496595
Right-Hippocampus,SyN,0.484917
Right-Hippocampus,SyN,0.569191
Right-Hippocampus,SyN,0.684432
Right-Hippocampus,SyN,0.461086
Right-Hippocampus,SyN,0.478777
Right-Hippocampus,SyN,0.414395
Right-Hippocampus,SyN,0.611478
Right-Hippocampus,SyN,0.711196
Right-Hippocampus,SyN,0.387487
Right-Hippocampus,SyN,0.489768
Right-Hippocampus,SyN,0.394403
Right-Hippocampus,SyN,0.549157
Right-Hippocampus,SyN,0.512867
Right-Hippocampus,SyN,0.557662
Right-Hippocampus,SyN,0.598351
Right-Hippocampus,SyN,0.481116
Right-Hippocampus,SyN,0.620287
Right-Hippocampus,SyN,0.658402
Right-Hippocampus,SyN,0.648088
Right-Hippocampus,SyN,0.514413
Right-Hippocampus,SyN,0.653843
Right-Hippocampus,SyN,0.556768
Right-Hippocampus,SyN,0.502694
Right-Hippocampus,SyN,0.614022
Right-Hippocampus,SyN,0.657378
Right-Hippocampus,SyN,0.510652
Right-Hippocampus,SyN,0.493091
Right-Hippocampus,SyN,0.31123
Right-Hippocampus,SyN,0.498218
Right-Hippocampus,SyN,0.669938
Right-Hippocampus,SyN,0.520963
Right-Hippocampus,SyN,0.486944
Right-Hippocampus,SyN,0.520022
Right-Hippocampus,SyN,0.611146
Right-Hippocampus,SyN,0.633427
Right-Hippocampus,SyN,0.585293
Right-Hippocampus,SyN,0.530636
Right-Hippocampus,SyN,0.503561
Right-Hippocampus,SyN,0.455749
Right-Hippocampus,SyN,0.661772
Right-Hippocampus,SyN,0.515771
Right-Hippocampus,SyN,0.511111
Right-Hippocampus,SyN,0.532714
Right-Hippocampus,SyN,0.629433
Right-Hippocampus,SyN,0.619704
Right-Hippocampus,SyN,0.549394
Right-Hippocampus,SyN,0.373083
Right-Hippocampus,SyN,0.60568
Right-Hippocampus,SyN,0.355199
Right-Hippocampus,SyN,0.669385
Right-Hippocampus,SyN,0.709347
Right-Hippocampus,SyN,0.505982
Right-Hippocampus,SyN,0.45962
Right-Hippocampus,SyN,0.615796
Right-Hippocampus,SyN,0.572139
Right-Hippocampus,SyN,0.652591
Right-Hippocampus,SyN,0.603314
Right-Hippocampus,SyN,0.585752
Right-Hippocampus,SyN,0.634627
Right-Hippocampus,SyN,0.61857
Right-Hippocampus,SyN,0.525846
Right-Hippocampus,SyN,0.5126
Right-Hippocampus,SyN,0.449162
Right-Hippocampus,SyN,0.608614
Right-Hippocampus,SyN,0.554086
Right-Hippocampus,SyN,0.410616
Right-Hippocampus,SyN,0.572364
Right-Hippocampus,SyN,0.351297
Right-Hippocampus,SyN,0.648604
Right-Hippocampus,SyN,0.144841
Right-Hippocampus,SyN,0.213605
Right-Hippocampus,SyN,0.611277
Right-Hippocampus,SyN,0.55102
Right-Hippocampus,SyN,0.679695
Right-Hippocampus,SyN,0.585475
Right-Hippocampus,SyN,0.619559
Right-Hippocampus,SyN,0.311648
Right-Hippocampus,SyN,0.441376
Right-Hippocampus,SyN,0.553252
Right-Hippocampus,SyN,0.479524
Right-Hippocampus,SyN,0.534619
Right-Hippocampus,SyN,0.46953
Right-Hippocampus,SyN,0.598498
Right-Hippocampus,SyN,0.410055
Right-Hippocampus,SyN,0.601375
Right-Hippocampus,SyN,0.638509
Right-Hippocampus,SyN,0.500469
Right-Hippocampus,SyN,0.52227
Right-Hippocampus,SyN,0.461265
Right-Cerebral-White-Matter,SyN,0.770665
Right-Cerebral-White-Matter,SyN,0.771119
Right-Cerebral-White-Matter,SyN,0.77681
Right-Cerebral-White-Matter,SyN,0.746521
Right-Cerebral-White-Matter,SyN,0.770777
Right-Cerebral-White-Matter,SyN,0.725223
Right-Cerebral-White-Matter,SyN,0.780822
Right-Cerebral-White-Matter,SyN,0.730071
Right-Cerebral-White-Matter,SyN,0.786268
Right-Cerebral-White-Matter,SyN,0.748128
Right-Cerebral-White-Matter,SyN,0.773731
Right-Cerebral-White-Matter,SyN,0.766596
Right-Cerebral-White-Matter,SyN,0.76304
Right-Cerebral-White-Matter,SyN,0.779301
Right-Cerebral-White-Matter,SyN,0.776247
Right-Cerebral-White-Matter,SyN,0.77645
Right-Cerebral-White-Matter,SyN,0.759434
Right-Cerebral-White-Matter,SyN,0.80668
Right-Cerebral-White-Matter,SyN,0.762251
Right-Cerebral-White-Matter,SyN,0.779991
Right-Cerebral-White-Matter,SyN,0.770908
Right-Cerebral-White-Matter,SyN,0.758828
Right-Cerebral-White-Matter,SyN,0.779626
Right-Cerebral-White-Matter,SyN,0.774047
Right-Cerebral-White-Matter,SyN,0.764777
Right-Cerebral-White-Matter,SyN,0.747266
Right-Cerebral-White-Matter,SyN,0.70882
Right-Cerebral-White-Matter,SyN,0.743251
Right-Cerebral-White-Matter,SyN,0.79221
Right-Cerebral-White-Matter,SyN,0.721971
Right-Cerebral-White-Matter,SyN,0.765289
Right-Cerebral-White-Matter,SyN,0.75457
Right-Cerebral-White-Matter,SyN,0.735914
Right-Cerebral-White-Matter,SyN,0.745443
Right-Cerebral-White-Matter,SyN,0.743495
Right-Cerebral-White-Matter,SyN,0.767027
Right-Cerebral-White-Matter,SyN,0.777496
Right-Cerebral-White-Matter,SyN,0.784696
Right-Cerebral-White-Matter,SyN,0.71589
Right-Cerebral-White-Matter,SyN,0.758918
Right-Cerebral-White-Matter,SyN,0.737281
Right-Cerebral-White-Matter,SyN,0.73727
Right-Cerebral-White-Matter,SyN,0.766956
Right-Cerebral-White-Matter,SyN,0.787047
Right-Cerebral-White-Matter,SyN,0.751548
Right-Cerebral-White-Matter,SyN,0.766185
Right-Cerebral-White-Matter,SyN,0.741874
Right-Cerebral-White-Matter,SyN,0.791496
Right-Cerebral-White-Matter,SyN,0.769098
Right-Cerebral-White-Matter,SyN,0.701429
Right-Cerebral-White-Matter,SyN,0.77362
Right-Cerebral-White-Matter,SyN,0.764262
Right-Cerebral-White-Matter,SyN,0.765961
Right-Cerebral-White-Matter,SyN,0.743393
Right-Cerebral-White-Matter,SyN,0.746447
Right-Cerebral-White-Matter,SyN,0.772876
Right-Cerebral-White-Matter,SyN,0.780427
Right-Cerebral-White-Matter,SyN,0.731993
Right-Cerebral-White-Matter,SyN,0.761722
Right-Cerebral-White-Matter,SyN,0.757538
Right-Cerebral-White-Matter,SyN,0.742783
Right-Cerebral-White-Matter,SyN,0.769986
Right-Cerebral-White-Matter,SyN,0.71611
Right-Cerebral-White-Matter,SyN,0.765614
Right-Cerebral-White-Matter,SyN,0.749663
Right-Cerebral-White-Matter,SyN,0.747061
Right-Cerebral-White-Matter,SyN,0.762268
Right-Cerebral-White-Matter,SyN,0.750516
Right-Cerebral-White-Matter,SyN,0.779434
Right-Cerebral-White-Matter,SyN,0.774592
Right-Cerebral-White-Matter,SyN,0.724649
Right-Cerebral-White-Matter,SyN,0.736414
Right-Cerebral-White-Matter,SyN,0.700185
Right-Cerebral-White-Matter,SyN,0.76117
Right-Cerebral-White-Matter,SyN,0.748317
Right-Cerebral-White-Matter,SyN,0.758845
Right-Cerebral-White-Matter,SyN,0.750072
Right-Cerebral-White-Matter,SyN,0.731789
Right-Cerebral-White-Matter,SyN,0.803786
Right-Cerebral-White-Matter,SyN,0.747337
Right-Cerebral-White-Matter,SyN,0.767317
Right-Cerebral-White-Matter,SyN,0.759103
Right-Cerebral-White-Matter,SyN,0.749076
Right-Cerebral-White-Matter,SyN,0.730781
Right-Cerebral-White-Matter,SyN,0.75071
Right-Cerebral-White-Matter,SyN,0.78547
Right-Cerebral-White-Matter,SyN,0.743759
Right-Cerebral-White-Matter,SyN,0.761164
Right-Cerebral-White-Matter,SyN,0.73943
Right-Cerebral-White-Matter,SyN,0.744833
Right-Cerebral-White-Matter,SyN,0.776139
Right-Cerebral-White-Matter,SyN,0.741971
Right-Cerebral-White-Matter,SyN,0.743066
Right-Cerebral-White-Matter,SyN,0.724822
Right-Cerebral-White-Matter,SyN,0.78346
Right-Cerebral-White-Matter,SyN,0.735736
Right-Cerebral-White-Matter,SyN,0.764897
Right-Cerebral-White-Matter,SyN,0.751548
Right-Cerebral-White-Matter,SyN,0.78503
Right-Cerebral-White-Matter,SyN,0.718825
Right-Cerebral-White-Matter,SyN,0.765358
Right-Cerebral-White-Matter,SyN,0.771634
Right-Cerebral-White-Matter,SyN,0.719145
Right-Cerebral-White-Matter,SyN,0.781378
Right-Cerebral-White-Matter,SyN,0.718156
Right-Cerebral-White-Matter,SyN,0.754549
Right-Cerebral-White-Matter,SyN,0.707661
Right-Cerebral-White-Matter,SyN,0.761294
Right-Cerebral-White-Matter,SyN,0.727821
Right-Cerebral-White-Matter,SyN,0.765798
Right-Cerebral-White-Matter,SyN,0.760971
Right-Cerebral-White-Matter,SyN,0.75271
Right-Cerebral-White-Matter,SyN,0.737557
Right-Cerebral-White-Matter,SyN,0.762976
Right-Cerebral-White-Matter,SyN,0.767808
Right-Cerebral-Cortex,SyN,0.622978
Right-Cerebral-Cortex,SyN,0.557602
Right-Cerebral-Cortex,SyN,0.613177
Right-Cerebral-Cortex,SyN,0.609508
Right-Cerebral-Cortex,SyN,0.500671
Right-Cerebral-Cortex,SyN,0.629751
Right-Cerebral-Cortex,SyN,0.563535
Right-Cerebral-Cortex,SyN,0.627618
Right-Cerebral-Cortex,SyN,0.602262
Right-Cerebral-Cortex,SyN,0.636927
Right-Cerebral-Cortex,SyN,0.62757
Right-Cerebral-Cortex,SyN,0.525625
Right-Cerebral-Cortex,SyN,0.618804
Right-Cerebral-Cortex,SyN,0.590178
Right-Cerebral-Cortex,SyN,0.49761
Right-Cerebral-Cortex,SyN,0.639729
Right-Cerebral-Cortex,SyN,0.604622
Right-Cerebral-Cortex,SyN,0.623092
Right-Cerebral-Cortex,SyN,0.609489
Right-Cerebral-Cortex,SyN,0.646721
Right-Cerebral-Cortex,SyN,0.535289
Right-Cerebral-Cortex,SyN,0.563094
Right-Cerebral-Cortex,SyN,0.594965
Right-Cerebral-Cortex,SyN,0.635762
Right-Cerebral-Cortex,SyN,0.60902
Right-Cerebral-Cortex,SyN,0.605852
Right-Cerebral-Cortex,SyN,0.587635
Right-Cerebral-Cortex,SyN,0.593389
Right-Cerebral-Cortex,SyN,0.588688
Right-Cerebral-Cortex,SyN,0.664078
Right-Cerebral-Cortex,SyN,0.637716
Right-Cerebral-Cortex,SyN,0.48282
Right-Cerebral-Cortex,SyN,0.557846
Right-Cerebral-Cortex,SyN,0.591065
Right-Cerebral-Cortex,SyN,0.563126
Right-Cerebral-Cortex,SyN,0.613828
Right-Cerebral-Cortex,SyN,0.617908
Right-Cerebral-Cortex,SyN,0.559796
Right-Cerebral-Cortex,SyN,0.639122
Right-Cerebral-Cortex,SyN,0.528416
Right-Cerebral-Cortex,SyN,0.609651
Right-Cerebral-Cortex,SyN,0.577273
Right-Cerebral-Cortex,SyN,0.580345
Right-Cerebral-Cortex,SyN,0.636062
Right-Cerebral-Cortex,SyN,0.652309
Right-Cerebral-Cortex,SyN,0.614812
Right-Cerebral-Cortex,SyN,0.586365
Right-Cerebral-Cortex,SyN,0.587878
Right-Cerebral-Cortex,SyN,0.570522
Right-Cerebral-Cortex,SyN,0.618882
Right-Cerebral-Cortex,SyN,0.631134
Right-Cerebral-Cortex,SyN,0.634317
Right-Cerebral-Cortex,SyN,0.551199
Right-Cerebral-Cortex,SyN,0.49478
Right-Cerebral-Cortex,SyN,0.584455
Right-Cerebral-Cortex,SyN,0.54216
Right-Cerebral-Cortex,SyN,0.552119
Right-Cerebral-Cortex,SyN,0.517992
Right-Cerebral-Cortex,SyN,0.613895
Right-Cerebral-Cortex,SyN,0.603812
Right-Cerebral-Cortex,SyN,0.627757
Right-Cerebral-Cortex,SyN,0.507233
Right-Cerebral-Cortex,SyN,0.617464
Right-Cerebral-Cortex,SyN,0.609813
Right-Cerebral-Cortex,SyN,0.62143
Right-Cerebral-Cortex,SyN,0.597158
Right-Cerebral-Cortex,SyN,0.652736
Right-Cerebral-Cortex,SyN,0.618527
Right-Cerebral-Cortex,SyN,0.569643
Right-Cerebral-Cortex,SyN,0.586064
Right-Cerebral-Cortex,SyN,0.641212
Right-Cerebral-Cortex,SyN,0.622473
Right-Cerebral-Cortex,SyN,0.657164
Right-Cerebral-Cortex,SyN,0.560351
Right-Cerebral-Cortex,SyN,0.65275
Right-Cerebral-Cortex,SyN,0.551977
Right-Cerebral-Cortex,SyN,0.609851
Right-Cerebral-Cortex,SyN,0.612171
Right-Cerebral-Cortex,SyN,0.657545
Right-Cerebral-Cortex,SyN,0.593187
Right-Cerebral-Cortex,SyN,0.582537
Right-Cerebral-Cortex,SyN,0.635287
Right-Cerebral-Cortex,SyN,0.637587
Right-Cerebral-Cortex,SyN,0.580645
Right-Cerebral-Cortex,SyN,0.665295
Right-Cerebral-Cortex,SyN,0.65325
Right-Cerebral-Cortex,SyN,0.563853
Right-Cerebral-Cortex,SyN,0.629137
Right-Cerebral-Cortex,SyN,0.64192
Right-Cerebral-Cortex,SyN,0.623116
Right-Cerebral-Cortex,SyN,0.559842
Right-Cerebral-Cortex,SyN,0.579157
Right-Cerebral-Cortex,SyN,0.625169
Right-Cerebral-Cortex,SyN,0.56295
Right-Cerebral-Cortex,SyN,0.563423
Right-Cerebral-Cortex,SyN,0.498721
Right-Cerebral-Cortex,SyN,0.543319
Right-Cerebral-Cortex,SyN,0.562295
Right-Cerebral-Cortex,SyN,0.572585
Right-Cerebral-Cortex,SyN,0.492423
Right-Cerebral-Cortex,SyN,0.589567
Right-Cerebral-Cortex,SyN,0.634518
Right-Cerebral-Cortex,SyN,0.545659
Right-Cerebral-Cortex,SyN,0.641269
Right-Cerebral-Cortex,SyN,0.571246
Right-Cerebral-Cortex,SyN,0.641526
Right-Cerebral-Cortex,SyN,0.567035
Right-Cerebral-Cortex,SyN,0.582861
Right-Cerebral-Cortex,SyN,0.607983
Right-Cerebral-Cortex,SyN,0.635314
Right-Cerebral-Cortex,SyN,0.536006
Right-Cerebral-Cortex,SyN,0.514474
Right-Cerebral-Cortex,SyN,0.592015
Right-Cerebral-Cortex,SyN,0.590323
Right-Cerebral-Cortex,SyN,0.675169
Right-Cerebellum-White-Matter,SyN,0.589614
Right-Cerebellum-White-Matter,SyN,0.570244
Right-Cerebellum-White-Matter,SyN,0.577338
Right-Cerebellum-White-Matter,SyN,0.671127
Right-Cerebellum-White-Matter,SyN,0.663728
Right-Cerebellum-White-Matter,SyN,0.668739
Right-Cerebellum-White-Matter,SyN,0.487894
Right-Cerebellum-White-Matter,SyN,0.556783
Right-Cerebellum-White-Matter,SyN,0.736239
Right-Cerebellum-White-Matter,SyN,0.612608
Right-Cerebellum-White-Matter,SyN,0.632274
Right-Cerebellum-White-Matter,SyN,0.645163
Right-Cerebellum-White-Matter,SyN,0.434307
Right-Cerebellum-White-Matter,SyN,0.547631
Right-Cerebellum-White-Matter,SyN,0.64626
Right-Cerebellum-White-Matter,SyN,0.568152
Right-Cerebellum-White-Matter,SyN,0.569803
Right-Cerebellum-White-Matter,SyN,0.616791
Right-Cerebellum-White-Matter,SyN,0.690056
Right-Cerebellum-White-Matter,SyN,0.480243
Right-Cerebellum-White-Matter,SyN,0.523125
Right-Cerebellum-White-Matter,SyN,0.54917
Right-Cerebellum-White-Matter,SyN,0.613741
Right-Cerebellum-White-Matter,SyN,0.580198
Right-Cerebellum-White-Matter,SyN,0.599009
Right-Cerebellum-White-Matter,SyN,0.668587
Right-Cerebellum-White-Matter,SyN,0.59119
Right-Cerebellum-White-Matter,SyN,0.56804
Right-Cerebellum-White-Matter,SyN,0.547546
Right-Cerebellum-White-Matter,SyN,0.633884
Right-Cerebellum-White-Matter,SyN,0.67475
Right-Cerebellum-White-Matter,SyN,0.59188
Right-Cerebellum-White-Matter,SyN,0.478241
Right-Cerebellum-White-Matter,SyN,0.624499
Right-Cerebellum-White-Matter,SyN,0.580349
Right-Cerebellum-White-Matter,SyN,0.615498
Right-Cerebellum-White-Matter,SyN,0.734256
Right-Cerebellum-White-Matter,SyN,0.533536
Right-Cerebellum-White-Matter,SyN,0.60824
Right-Cerebellum-White-Matter,SyN,0.610101
Right-Cerebellum-White-Matter,SyN,0.625866
Right-Cerebellum-White-Matter,SyN,0.619494
Right-Cerebellum-White-Matter,SyN,0.55022
Right-Cerebellum-White-Matter,SyN,0.588089
Right-Cerebellum-White-Matter,SyN,0.574986
Right-Cerebellum-White-Matter,SyN,0.670964
Right-Cerebellum-White-Matter,SyN,0.618643
Right-Cerebellum-White-Matter,SyN,0.661388
Right-Cerebellum-White-Matter,SyN,0.598498
Right-Cerebellum-White-Matter,SyN,0.693217
Right-Cerebellum-White-Matter,SyN,0.697952
Right-Cerebellum-White-Matter,SyN,0.554356
Right-Cerebellum-White-Matter,SyN,0.650371
Right-Cerebellum-White-Matter,SyN,0.669568
Right-Cerebellum-White-Matter,SyN,0.658004
Right-Cerebellum-White-Matter,SyN,0.592881
Right-Cerebellum-White-Matter,SyN,0.671345
Right-Cerebellum-White-Matter,SyN,0.644832
Right-Cerebellum-White-Matter,SyN,0.688733
Right-Cerebellum-White-Matter,SyN,0.624077
Right-Cerebellum-White-Matter,SyN,0.553797
Right-Cerebellum-White-Matter,SyN,0.456613
Right-Cerebellum-White-Matter,SyN,0.651367
Right-Cerebellum-White-Matter,SyN,0.577536
Right-Cerebellum-White-Matter,SyN,0.618335
Right-Cerebellum-White-Matter,SyN,0.613487
Right-Cerebellum-White-Matter,SyN,0.652627
Right-Cerebellum-White-Matter,SyN,0.617927
Right-Cerebellum-White-Matter,SyN,0.554834
Right-Cerebellum-White-Matter,SyN,0.757447
Right-Cerebellum-White-Matter,SyN,0.569431
Right-Cerebellum-White-Matter,SyN,0.576494
Right-Cerebellum-White-Matter,SyN,0.71244
Right-Cerebellum-White-Matter,SyN,0.57591
Right-Cerebellum-White-Matter,SyN,0.653208
Right-Cerebellum-White-Matter,SyN,0.586671
Right-Cerebellum-White-Matter,SyN,0.594419
Right-Cerebellum-White-Matter,SyN,0.652668
Right-Cerebellum-White-Matter,SyN,0.52744
Right-Cerebellum-White-Matter,SyN,0.632838
Right-Cerebellum-White-Matter,SyN,0.569996
Right-Cerebellum-White-Matter,SyN,0.692885
Right-Cerebellum-White-Matter,SyN,0.736676
Right-Cerebellum-White-Matter,SyN,0.607274
Right-Cerebellum-White-Matter,SyN,0.720288
Right-Cerebellum-White-Matter,SyN,0.700119
Right-Cerebellum-White-Matter,SyN,0.63084
Right-Cerebellum-White-Matter,SyN,0.552478
Right-Cerebellum-White-Matter,SyN,0.59786
Right-Cerebellum-White-Matter,SyN,0.602481
Right-Cerebellum-White-Matter,SyN,0.562791
Right-Cerebellum-White-Matter,SyN,0.570791
Right-Cerebellum-White-Matter,SyN,0.646063
Right-Cerebellum-White-Matter,SyN,0.6704
Right-Cerebellum-White-Matter,SyN,0.597091
Right-Cerebellum-White-Matter,SyN,0.523926
Right-Cerebellum-White-Matter,SyN,0.68738
Right-Cerebellum-White-Matter,SyN,0.698098
Right-Cerebellum-White-Matter,SyN,0.587225
Right-Cerebellum-White-Matter,SyN,0.512968
Right-Cerebellum-White-Matter,SyN,0.645419
Right-Cerebellum-White-Matter,SyN,0.59738
Right-Cerebellum-White-Matter,SyN,0.617703
Right-Cerebellum-White-Matter,SyN,0.625628
Right-Cerebellum-White-Matter,SyN,0.636108
Right-Cerebellum-White-Matter,SyN,0.607029
Right-Cerebellum-White-Matter,SyN,0.76237
Right-Cerebellum-White-Matter,SyN,0.574233
Right-Cerebellum-White-Matter,SyN,0.495334
Right-Cerebellum-White-Matter,SyN,0.550179
Right-Cerebellum-White-Matter,SyN,0.549632
Right-Cerebellum-White-Matter,SyN,0.522536
Right-Cerebellum-White-Matter,SyN,0.602768
Right-Cerebellum-White-Matter,SyN,0.659068
Right-Cerebellum-White-Matter,SyN,0.610077
Right-Cerebellum-Cortex,SyN,0.723373
Right-Cerebellum-Cortex,SyN,0.681726
Right-Cerebellum-Cortex,SyN,0.791923
Right-Cerebellum-Cortex,SyN,0.738304
Right-Cerebellum-Cortex,SyN,0.520292
Right-Cerebellum-Cortex,SyN,0.640301
Right-Cerebellum-Cortex,SyN,0.783923
Right-Cerebellum-Cortex,SyN,0.5347
Right-Cerebellum-Cortex,SyN,0.775553
Right-Cerebellum-Cortex,SyN,0.749271
Right-Cerebellum-Cortex,SyN,0.714229
Right-Cerebellum-Cortex,SyN,0.624535
Right-Cerebellum-Cortex,SyN,0.789981
Right-Cerebellum-Cortex,SyN,0.746517
Right-Cerebellum-Cortex,SyN,0.735139
Right-Cerebellum-Cortex,SyN,0.684463
Right-Cerebellum-Cortex,SyN,0.76618
Right-Cerebellum-Cortex,SyN,0.686749
Right-Cerebellum-Cortex,SyN,0.562041
Right-Cerebellum-Cortex,SyN,0.54908
Right-Cerebellum-Cortex,SyN,0.763148
Right-Cerebellum-Cortex,SyN,0.728647
Right-Cerebellum-Cortex,SyN,0.688934
Right-Cerebellum-Cortex,SyN,0.680195
Right-Cerebellum-Cortex,SyN,0.710406
Right-Cerebellum-Cortex,SyN,0.721374
Right-Cerebellum-Cortex,SyN,0.600979
Right-Cerebellum-Cortex,SyN,0.668023
Right-Cerebellum-Cortex,SyN,0.748692
Right-Cerebellum-Cortex,SyN,0.747798
Right-Cerebellum-Cortex,SyN,0.69461
Right-Cerebellum-Cortex,SyN,0.582393
Right-Cerebellum-Cortex,SyN,0.715776
Right-Cerebellum-Cortex,SyN,0.616634
Right-Cerebellum-Cortex,SyN,0.767292
Right-Cerebellum-Cortex,SyN,0.727383
Right-Cerebellum-Cortex,SyN,0.785596
Right-Cerebellum-Cortex,SyN,0.679473
Right-Cerebellum-Cortex,SyN,0.684392
Right-Cerebellum-Cortex,SyN,0.787069
Right-Cerebellum-Cortex,SyN,0.728382
Right-Cerebellum-Cortex,SyN,0.639211
Right-Cerebellum-Cortex,SyN,0.674657
Right-Cerebellum-Cortex,SyN,0.618397
Right-Cerebellum-Cortex,SyN,0.696002
Right-Cerebellum-Cortex,SyN,0.761576
Right-Cerebellum-Cortex,SyN,0.732739
Right-Cerebellum-Cortex,SyN,0.656227
Right-Cerebellum-Cortex,SyN,0.629496
Right-Cerebellum-Cortex,SyN,0.751452
Right-Cerebellum-Cortex,SyN,0.612466
Right-Cerebellum-Cortex,SyN,0.713494
Right-Cerebellum-Cortex,SyN,0.735774
Right-Cerebellum-Cortex,SyN,0.71894
Right-Cerebellum-Cortex,SyN,0.734419
Right-Cerebellum-Cortex,SyN,0.763517
Right-Cerebellum-Cortex,SyN,0.719178
Right-Cerebellum-Cortex,SyN,0.670216
Right-Cerebellum-Cortex,SyN,0.741541
Right-Cerebellum-Cortex,SyN,0.691884
Right-Cerebellum-Cortex,SyN,0.697923
Right-Cerebellum-Cortex,SyN,0.736083
Right-Cerebellum-Cortex,SyN,0.78293
Right-Cerebellum-Cortex,SyN,0.753617
Right-Cerebellum-Cortex,SyN,0.760845
Right-Cerebellum-Cortex,SyN,0.64204
Right-Cerebellum-Cortex,SyN,0.731
Right-Cerebellum-Cortex,SyN,0.772883
Right-Cerebellum-Cortex,SyN,0.777089
Right-Cerebellum-Cortex,SyN,0.759359
Right-Cerebellum-Cortex,SyN,0.751112
Right-Cerebellum-Cortex,SyN,0.550381
Right-Cerebellum-Cortex,SyN,0.697252
Right-Cerebellum-Cortex,SyN,0.762625
Right-Cerebellum-Cortex,SyN,0.707683
Right-Cerebellum-Cortex,SyN,0.775801
Right-Cerebellum-Cortex,SyN,0.660008
Right-Cerebellum-Cortex,SyN,0.709344
Right-Cerebellum-Cortex,SyN,0.683531
Right-Cerebellum-Cortex,SyN,0.592065
Right-Cerebellum-Cortex,SyN,0.688289
Right-Cerebellum-Cortex,SyN,0.747084
Right-Cerebellum-Cortex,SyN,0.679267
Right-Cerebellum-Cortex,SyN,0.740861
Right-Cerebellum-Cortex,SyN,0.76359
Right-Cerebellum-Cortex,SyN,0.712054
Right-Cerebellum-Cortex,SyN,0.778999
Right-Cerebellum-Cortex,SyN,0.590757
Right-Cerebellum-Cortex,SyN,0.659531
Right-Cerebellum-Cortex,SyN,0.633465
Right-Cerebellum-Cortex,SyN,0.60935
Right-Cerebellum-Cortex,SyN,0.718455
Right-Cerebellum-Cortex,SyN,0.70822
Right-Cerebellum-Cortex,SyN,0.693956
Right-Cerebellum-Cortex,SyN,0.721595
Right-Cerebellum-Cortex,SyN,0.725666
Right-Cerebellum-Cortex,SyN,0.760093
Right-Cerebellum-Cortex,SyN,0.683674
Right-Cerebellum-Cortex,SyN,0.780849
Right-Cerebellum-Cortex,SyN,0.72061
Right-Cerebellum-Cortex,SyN,0.625304
Right-Cerebellum-Cortex,SyN,0.731565
Right-Cerebellum-Cortex,SyN,0.722357
Right-Cerebellum-Cortex,SyN,0.712199
Right-Cerebellum-Cortex,SyN,0.557033
Right-Cerebellum-Cortex,SyN,0.640969
Right-Cerebellum-Cortex,SyN,0.749073
Right-Cerebellum-Cortex,SyN,0.7765
Right-Cerebellum-Cortex,SyN,0.741273
Right-Cerebellum-Cortex,SyN,0.732276
Right-Cerebellum-Cortex,SyN,0.70698
Right-Cerebellum-Cortex,SyN,0.701385
Right-Cerebellum-Cortex,SyN,0.648257
Right-Cerebellum-Cortex,SyN,0.727661
Right-Cerebellum-Cortex,SyN,0.728033
Right-Caudate,SyN,0.757794
Right-Caudate,SyN,0.767123
Right-Caudate,SyN,0.719183
Right-Caudate,SyN,0.688528
Right-Caudate,SyN,0.68067
Right-Caudate,SyN,0.705451
Right-Caudate,SyN,0.613116
Right-Caudate,SyN,0.672948
Right-Caudate,SyN,0.647338
Right-Caudate,SyN,0.72059
Right-Caudate,SyN,0.693483
Right-Caudate,SyN,0.746802
Right-Caudate,SyN,0.782309
Right-Caudate,SyN,0.777947
Right-Caudate,SyN,0.755876
Right-Caudate,SyN,0.699108
Right-Caudate,SyN,0.70581
Right-Caudate,SyN,0.774293
Right-Caudate,SyN,0.806055
